days_after_transplant,treatment,ec,light,plant_height_cm,num_leaves,t_air_mean,rh_mean,co2_mean,par_lamp_daily,light_on_hours_daily,par_lamp_sum,light_on_hours,t_air_mean_7d,par_lamp_sum_7d,current_plant_height_cm,current_num_leaves,next_plant_height_cm,next_num_leaves
46.0,Cherry_EC3_HighLight,EC3,high light,28.799999999999997,15.6,19.26215277777778,87.62673611111111,494.22222222222223,23197.974,18.0,1783358.9627499997,567.5833333333334,139.77673611111112,235390.09749999997,28.799999999999997,15.6,28.7,15.6
47.0,Cherry_EC3_HighLight,EC3,high light,28.7,15.6,19.674305555555556,84.80555555555556,488.14930555555554,28819.238,15.416666666666666,1812178.2007499996,583.0,138.9829861111111,223328.4205,28.7,15.6,28.599999999999998,15.6
48.0,Cherry_EC3_HighLight,EC3,high light,28.599999999999998,15.6,20.087847222222223,81.03159722222222,493.8263888888889,33840.457,13.833333333333334,1846018.6577499995,596.8333333333334,139.42395833333333,223990.06825,28.599999999999998,15.6,28.5,15.6
49.0,Cherry_EC3_HighLight,EC3,high light,28.5,15.6,19.814583333333335,82.98194444444444,498.4791666666667,29498.8895,16.0,1875517.5472499996,612.8333333333334,139.13194444444446,218851.04375,28.5,15.6,28.4,15.6
50.0,Cherry_EC3_HighLight,EC3,high light,28.4,15.6,19.654861111111114,84.30694444444445,493.05555555555554,29088.504,18.0,1904606.0512499996,630.8333333333334,138.78715277777778,207307.51575,28.4,15.6,28.3,15.6
51.0,Cherry_EC3_HighLight,EC3,high light,28.3,15.6,19.21875,84.48784722222223,494.09027777777777,24531.079,18.0,1929137.1302499995,648.8333333333334,138.0625,197976.67100000003,28.3,15.6,28.2,15.6
52.0,Cherry_EC3_HighLight,EC3,high light,28.2,15.6,19.79965277777778,81.57465277777777,488.78472222222223,32765.561,15.75,1961902.6912499995,664.5833333333334,137.51215277777777,201741.7025,28.2,15.6,28.385714285714286,15.6
53.0,Cherry_EC3_HighLight,EC3,high light,28.385714285714286,15.6,19.303819444444443,85.74895833333333,495.97569444444446,25562.954,18.0,1987465.6452499994,682.5833333333334,137.55381944444446,204106.68250000002,28.385714285714286,15.6,28.57142857142857,15.6
54.0,Cherry_EC3_HighLight,EC3,high light,28.57142857142857,15.6,19.65,84.75312500000001,491.0208333333333,28060.5185,17.666666666666668,2015526.1637499994,700.25,137.52951388888889,203347.96300000002,28.57142857142857,15.6,28.757142857142856,15.6
55.0,Cherry_EC3_HighLight,EC3,high light,28.757142857142856,15.6,19.93368613138686,83.3918613138686,491.7517518248176,29651.613250000002,16.166666666666668,2045177.7769999993,716.4166666666666,137.37535279805354,199159.11925,28.757142857142856,15.6,28.942857142857143,15.6
56.0,Cherry_EC3_HighLight,EC3,high light,28.942857142857143,15.6,19.782291666666666,84.54270833333334,490.3611111111111,29006.927,18.0,2074184.7039999992,734.4166666666666,137.34306113138686,198667.15675,28.942857142857143,15.6,29.12857142857143,15.6
57.0,Cherry_EC3_HighLight,EC3,high light,29.12857142857143,15.6,19.594444444444445,84.87673611111111,494.0208333333333,28360.3025,15.0,2102545.006499999,749.4166666666666,137.2826444647202,197938.95525000003,29.12857142857143,15.6,29.314285714285713,15.6
58.0,Cherry_EC3_HighLight,EC3,high light,29.314285714285713,15.6,19.55173611111111,85.34097222222222,484.25347222222223,28610.503,17.25,2131155.509499999,766.6666666666666,137.6156305758313,202018.37925000003,29.314285714285713,15.6,29.5,15.6
3.0,Cherry_EC3_LowLight,EC3,low light,8.600000000000001,4.5,25.97951388888889,61.23020833333333,438.7986111111111,55025.4755,8.0,145891.99349999998,8.0,76.74352175602175,145891.99349999998,8.600000000000001,4.5,9.516666666666667,4.916666666666667
4.0,Cherry_EC3_LowLight,EC3,low light,9.516666666666667,4.916666666666667,26.50451388888889,67.55347222222223,445.68055555555554,52344.07725,8.333333333333334,198236.07074999998,16.333333333333336,103.24803564491064,198236.07075,9.516666666666667,4.916666666666667,10.433333333333334,5.333333333333333
5.0,Cherry_EC3_LowLight,EC3,low light,10.433333333333334,5.333333333333333,26.375,69.19895833333334,450.28819444444446,51319.208,8.75,249555.27875,25.083333333333336,129.62303564491066,249555.27875,10.433333333333334,5.333333333333333,11.350000000000001,5.75
6.0,Cherry_EC3_LowLight,EC3,low light,11.350000000000001,5.75,26.960416666666667,66.94548611111111,432.14930555555554,50766.5845,8.916666666666666,300321.86325,34.0,156.5834523115773,300321.86325,11.350000000000001,5.75,12.266666666666667,6.166666666666667
7.0,Cherry_EC3_LowLight,EC3,low light,12.266666666666667,6.166666666666667,25.587152777777778,72.52256944444444,427.36805555555554,47932.5285,10.0,348254.39175,44.0,182.1706050893551,348254.39175,12.266666666666667,6.166666666666667,13.183333333333334,6.583333333333333
8.0,Cherry_EC3_LowLight,EC3,low light,13.183333333333334,6.583333333333333,23.921527777777776,79.30868055555555,419.35069444444446,38390.3995,13.75,386644.79125,57.75,181.22500000000002,341330.67825,13.183333333333334,6.583333333333333,14.1,7.0
9.0,Cherry_EC3_LowLight,EC3,low light,14.1,7.0,22.492361111111112,72.97986111111112,403.43402777777777,44400.898,9.25,431045.68925,67.0,177.8204861111111,340179.17125,14.1,7.0,15.0,7.293333333333333
10.0,Cherry_EC3_LowLight,EC3,low light,15.0,7.293333333333333,21.747569444444444,71.84826388888888,417.47222222222223,42366.02475,10.75,473411.714,77.75,173.58854166666669,327519.7205,15.0,7.293333333333333,15.9,7.586666666666667
11.0,Cherry_EC3_LowLight,EC3,low light,15.9,7.586666666666667,21.83923611111111,68.82222222222222,446.9479166666667,51216.6265,9.25,524628.3404999999,87.0,168.92326388888887,326392.26975,15.9,7.586666666666667,16.8,7.88
12.0,Cherry_EC3_LowLight,EC3,low light,16.8,7.88,22.728472222222223,72.63611111111112,453.0625,44906.326,9.75,569534.6664999999,96.75,165.2767361111111,319979.38775,16.8,7.88,17.7,8.173333333333334
13.0,Cherry_EC3_LowLight,EC3,low light,17.7,8.173333333333334,21.81736111111111,79.57430555555555,457.4826388888889,32069.86025,17.75,601604.52675,114.5,160.13368055555557,301282.6635,17.7,8.173333333333334,18.6,8.466666666666667
14.0,Cherry_EC3_LowLight,EC3,low light,18.6,8.466666666666667,22.30798611111111,79.78958333333334,455.2048611111111,38305.98375,11.916666666666666,639910.5105,126.41666666666667,156.85451388888887,291656.11874999997,18.6,8.466666666666667,19.5,8.76
15.0,Cherry_EC3_LowLight,EC3,low light,19.5,8.76,20.91111111111111,78.17743055555555,473.77777777777777,34237.617,14.5,674148.1275,140.91666666666669,153.84409722222222,287503.33625,19.5,8.76,20.400000000000002,9.053333333333333
16.0,Cherry_EC3_LowLight,EC3,low light,20.400000000000002,9.053333333333333,21.880555555555556,71.77013888888888,469.3541666666667,34760.42075,14.083333333333334,708908.54825,155.00000000000003,153.23229166666667,277862.859,20.400000000000002,9.053333333333333,21.3,9.346666666666668
17.0,Cherry_EC3_LowLight,EC3,low light,21.3,9.346666666666668,21.15902777777778,81.15868055555556,487.28472222222223,29498.75,17.666666666666668,738407.29825,172.66666666666669,152.64374999999998,264995.58425,21.3,9.346666666666668,22.142857142857142,9.64
18.0,Cherry_EC3_LowLight,EC3,low light,22.142857142857142,9.64,20.334722222222222,80.81145833333333,487.44097222222223,36249.28575,13.0,774656.584,185.66666666666669,151.13923611111113,250028.24349999998,22.142857142857142,9.64,22.985714285714288,9.933333333333334
19.0,Cherry_EC3_LowLight,EC3,low light,22.985714285714288,9.933333333333334,20.60451388888889,78.80451388888889,478.06597222222223,36479.80225,13.083333333333334,811136.38625,198.75000000000003,149.01527777777778,241601.71975,22.985714285714288,9.933333333333334,23.82857142857143,10.226666666666667
20.0,Cherry_EC3_LowLight,EC3,low light,23.82857142857143,10.226666666666667,21.18263888888889,70.96701388888889,469.25,47913.4385,9.416666666666666,859049.82475,208.16666666666669,148.38055555555556,257445.298,23.82857142857143,10.226666666666667,24.67142857142857,10.52
21.0,Cherry_EC3_LowLight,EC3,low light,24.67142857142857,10.52,21.514583333333334,75.62777777777778,478.7673611111111,41240.6365,12.916666666666666,900290.46125,221.08333333333334,147.5871527777778,260379.95075,24.67142857142857,10.52,25.514285714285712,10.813333333333333
22.0,Cherry_EC3_LowLight,EC3,low light,25.514285714285712,10.813333333333333,21.754166666666666,77.19131944444445,494.03472222222223,40729.123,12.333333333333334,941019.5842500001,233.41666666666669,148.43020833333333,266871.45675,25.514285714285712,10.813333333333333,26.357142857142858,11.106666666666667
23.0,Cherry_EC3_LowLight,EC3,low light,26.357142857142858,11.106666666666667,21.913888888888888,78.24236111111111,486.5416666666667,38471.303,14.333333333333334,979490.88725,247.75000000000003,148.46354166666666,270582.339,26.357142857142858,11.106666666666667,27.2,11.4
24.0,Cherry_EC3_LowLight,EC3,low light,27.2,11.4,22.02048611111111,76.53958333333334,489.5763888888889,35842.223,16.583333333333332,1015333.11025,264.33333333333337,149.32500000000002,276925.812,27.2,11.4,27.557142857142857,11.6
25.0,Cherry_EC3_LowLight,EC3,low light,27.557142857142857,11.6,21.548958333333335,79.88229166666666,504.5138888888889,34717.4825,14.583333333333334,1050050.59275,278.9166666666667,150.5392361111111,275394.00875000004,27.557142857142857,11.6,27.914285714285715,11.8
26.0,Cherry_EC3_LowLight,EC3,low light,27.914285714285715,11.8,21.52048611111111,77.23715277777778,494.0138888888889,41018.8005,10.166666666666666,1091069.39325,289.08333333333337,151.45520833333333,279933.007,27.914285714285715,11.8,28.271428571428572,12.0
27.0,Cherry_EC3_LowLight,EC3,low light,28.271428571428572,12.0,22.91840277777778,76.35277777777777,499.94444444444446,43688.373,10.75,1134757.7662499999,299.83333333333337,153.19097222222223,275707.9415,28.271428571428572,12.0,28.628571428571426,12.200000000000001
28.0,Cherry_EC3_LowLight,EC3,low light,28.628571428571426,12.200000000000001,22.680034722222224,80.06718749999999,496.41319444444446,38022.965,11.25,1172780.73125,311.08333333333337,154.35642361111113,272490.26999999996,28.628571428571426,12.200000000000001,28.985714285714284,12.4
29.0,Cherry_EC3_LowLight,EC3,low light,28.985714285714284,12.4,21.495833333333334,80.32916666666667,494.7951388888889,32399.10125,15.0,1205179.8325,326.08333333333337,154.0980902777778,264160.24825,28.985714285714284,12.4,29.34285714285714,12.600000000000001
30.0,Cherry_EC3_LowLight,EC3,low light,29.34285714285714,12.600000000000001,20.818055555555556,79.296875,489.4583333333333,35940.1815,13.583333333333334,1241120.014,339.6666666666667,153.00225694444447,261629.12674999997,29.34285714285714,12.600000000000001,29.7,12.8
31.0,Cherry_EC3_LowLight,EC3,low light,29.7,12.8,21.148958333333333,79.07534722222222,493.30555555555554,37671.43275,13.75,1278791.44675,353.4166666666667,152.13072916666667,263458.3365,29.7,12.8,29.742857142857144,13.8
32.0,Cherry_EC3_LowLight,EC3,low light,29.742857142857144,13.8,21.428125,79.06354166666667,486.16319444444446,39212.39825,12.333333333333334,1318003.845,365.75,152.00989583333333,267953.25225,29.742857142857144,13.8,29.785714285714285,14.8
33.0,Cherry_EC3_LowLight,EC3,low light,29.785714285714285,14.8,22.158680555555556,79.86423611111111,487.94444444444446,39426.292,11.583333333333334,1357430.1369999999,377.3333333333333,152.64809027777778,266360.74374999997,29.785714285714285,14.8,29.82857142857143,15.8
34.0,Cherry_EC3_LowLight,EC3,low light,29.82857142857143,15.8,21.405555555555555,81.47777777777777,489.16319444444446,32940.591,15.75,1390370.728,393.0833333333333,151.13524305555558,255612.96175,29.82857142857143,15.8,29.87142857142857,16.8
35.0,Cherry_EC3_LowLight,EC3,low light,29.87142857142857,16.8,21.715625000000003,82.24930555555555,496.875,33906.1115,13.916666666666666,1424276.8394999998,407.0,150.17083333333332,251496.10825,29.87142857142857,16.8,29.914285714285715,17.8
36.0,Cherry_EC3_LowLight,EC3,low light,29.914285714285715,17.8,22.107986111111114,77.16180555555555,487.1736111111111,40509.6495,11.416666666666666,1464786.4889999998,418.4166666666667,150.78298611111111,259606.65649999998,29.914285714285715,17.8,29.957142857142856,18.8
37.0,Cherry_EC3_LowLight,EC3,low light,29.957142857142856,18.8,21.691319444444446,81.95763888888888,490.875,31381.06525,17.25,1496167.5542499998,435.6666666666667,151.65625,255047.54025000002,29.957142857142856,18.8,30.0,19.8
38.0,Cherry_EC3_LowLight,EC3,low light,30.0,19.8,20.50625,88.81840277777778,501.84027777777777,24077.26,18.0,1520244.8142499998,453.6666666666667,151.01354166666667,241453.3675,30.0,19.8,30.314285714285713,19.17142857142857
39.0,Cherry_EC3_LowLight,EC3,low light,30.314285714285713,19.17142857142857,21.10486111111111,86.20659722222223,490.05555555555554,27724.051,17.666666666666668,1547968.8652499998,471.33333333333337,150.6902777777778,229965.02025,30.314285714285713,19.17142857142857,30.62857142857143,18.542857142857144
40.0,Cherry_EC3_LowLight,EC3,low light,30.62857142857143,18.542857142857144,20.468055555555555,78.83680555555556,486.9270833333333,40880.915,10.833333333333334,1588849.7802499998,482.1666666666667,148.99965277777778,231419.64324999996,30.62857142857143,18.542857142857144,30.942857142857143,17.914285714285715
41.0,Cherry_EC3_LowLight,EC3,low light,30.942857142857143,17.914285714285715,19.646875,79.03576388888888,497.8645833333333,33178.80925,13.916666666666666,1622028.5894999998,496.08333333333337,147.24097222222224,231657.8615,30.942857142857143,17.914285714285715,31.25714285714286,17.285714285714285
42.0,Cherry_EC3_LowLight,EC3,low light,31.25714285714286,17.285714285714285,20.10659722222222,79.43680555555555,502.7291666666667,34637.914,14.166666666666666,1656666.5034999999,510.25000000000006,145.63194444444446,232389.664,31.25714285714286,17.285714285714285,31.571428571428573,16.65714285714286
43.0,Cherry_EC3_LowLight,EC3,low light,31.571428571428573,16.65714285714286,19.999652777777776,77.14826388888889,494.40972222222223,40632.032,11.5,1697298.5354999998,521.75,143.5236111111111,232512.0465,31.571428571428573,16.65714285714286,31.88571428571429,16.02857142857143
44.0,Cherry_EC3_LowLight,EC3,low light,31.88571428571429,16.02857142857143,19.943402777777777,78.46770833333333,494.15277777777777,33861.92375,12.583333333333334,1731160.4592499998,534.3333333333334,141.77569444444444,234992.905,31.88571428571429,16.02857142857143,32.2,15.4
45.0,Cherry_EC3_LowLight,EC3,low light,32.2,15.4,20.35,84.24097222222223,496.7916666666667,29000.5295,15.25,1760160.9887499998,549.5833333333334,141.61944444444444,239916.1745,32.2,15.4,32.17142857142857,15.4
46.0,Cherry_EC3_LowLight,EC3,low light,32.17142857142857,15.4,19.26215277777778,87.62673611111111,494.22222222222223,23197.974,18.0,1783358.9627499997,567.5833333333334,139.77673611111112,235390.09749999997,32.17142857142857,15.4,32.142857142857146,15.4
47.0,Cherry_EC3_LowLight,EC3,low light,32.142857142857146,15.4,19.674305555555556,84.80555555555556,488.14930555555554,28819.238,15.416666666666666,1812178.2007499996,583.0,138.9829861111111,223328.4205,32.142857142857146,15.4,32.114285714285714,15.4
48.0,Cherry_EC3_LowLight,EC3,low light,32.114285714285714,15.4,20.087847222222223,81.03159722222222,493.8263888888889,33840.457,13.833333333333334,1846018.6577499995,596.8333333333334,139.42395833333333,223990.06825,32.114285714285714,15.4,32.08571428571429,15.4
49.0,Cherry_EC3_LowLight,EC3,low light,32.08571428571429,15.4,19.814583333333335,82.98194444444444,498.4791666666667,29498.8895,16.0,1875517.5472499996,612.8333333333334,139.13194444444446,218851.04375,32.08571428571429,15.4,32.05714285714286,15.4
50.0,Cherry_EC3_LowLight,EC3,low light,32.05714285714286,15.4,19.654861111111114,84.30694444444445,493.05555555555554,29088.504,18.0,1904606.0512499996,630.8333333333334,138.78715277777778,207307.51575,32.05714285714286,15.4,32.02857142857143,15.4
51.0,Cherry_EC3_LowLight,EC3,low light,32.02857142857143,15.4,19.21875,84.48784722222223,494.09027777777777,24531.079,18.0,1929137.1302499995,648.8333333333334,138.0625,197976.67100000003,32.02857142857143,15.4,32.0,15.4
52.0,Cherry_EC3_LowLight,EC3,low light,32.0,15.4,19.79965277777778,81.57465277777777,488.78472222222223,32765.561,15.75,1961902.6912499995,664.5833333333334,137.51215277777777,201741.7025,32.0,15.4,32.17142857142857,15.4
53.0,Cherry_EC3_LowLight,EC3,low light,32.17142857142857,15.4,19.303819444444443,85.74895833333333,495.97569444444446,25562.954,18.0,1987465.6452499994,682.5833333333334,137.55381944444446,204106.68250000002,32.17142857142857,15.4,32.34285714285714,15.4
54.0,Cherry_EC3_LowLight,EC3,low light,32.34285714285714,15.4,19.65,84.75312500000001,491.0208333333333,28060.5185,17.666666666666668,2015526.1637499994,700.25,137.52951388888889,203347.96300000002,32.34285714285714,15.4,32.51428571428571,15.4
