days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,pH,yield_kg_per_m2,variety_Beefsteak,variety_Cherry,variety_Heirloom,variety_Roma,temp_range,NPK_total,N_ratio,P_ratio,K_ratio,light_energy
88.0,26.9,25.4,30.3,74.6,1019.0,20243.0,10.0,6.2,238.0,120.0,202.0,0.4,6.3,17.19,1,0,0,0,4.900000000000002,560.0,0.42499999924107146,0.21428571390306123,0.3607142850701531,202430.0
83.0,27.7,26.1,28.7,63.2,953.0,29707.0,10.0,11.1,227.0,118.0,239.0,2.9,6.8,16.31,1,0,0,0,2.599999999999998,584.0,0.38869862947140643,0.2020547941745637,0.40924657464170106,297070.0
82.0,22.9,20.0,24.8,81.4,864.0,16097.0,10.0,5.5,169.0,112.0,191.0,0.5,5.7,17.17,1,0,0,0,4.800000000000001,472.0,0.3580508466990448,0.23728813509049124,0.40466101609181987,160970.0
80.0,26.1,24.9,27.2,71.9,686.0,25994.0,12.3,8.4,245.0,60.0,183.0,2.6,6.7,16.79,0,1,0,0,2.3000000000000007,488.0,0.5020491792990796,0.12295081942018275,0.37499999923155736,319726.2
66.0,24.9,23.8,26.2,73.3,932.0,17208.0,10.0,4.1,210.0,51.0,159.0,0.0,5.9,21.42,0,1,0,0,2.3999999999999986,420.0,0.49999999880952384,0.12142857113945578,0.378571427670068,172080.0
86.0,23.1,21.4,24.7,83.1,890.0,39479.0,15.1,5.3,186.0,55.0,165.0,4.4,7.1,19.99,0,1,0,0,3.3000000000000007,406.0,0.4581280776893397,0.13546797996190152,0.40640393988570456,596132.9
87.0,24.1,22.8,26.6,70.8,772.0,40235.0,14.3,8.2,240.0,72.0,212.0,2.5,7.4,12.67,1,0,0,0,3.8000000000000007,524.0,0.4580152663014976,0.13740457989044927,0.4045801518996562,575360.5
89.0,26.6,25.0,28.8,67.9,944.0,16384.0,10.0,7.3,163.0,62.0,186.0,0.3,7.4,15.49,0,1,0,0,3.8000000000000007,411.0,0.39659367300098863,0.15085158114148034,0.452554743424441,163840.0
69.0,26.1,23.8,29.1,69.9,1040.0,25827.0,10.0,4.2,176.0,59.0,170.0,3.4,6.9,17.35,1,0,0,0,5.300000000000001,405.0,0.4345679001615607,0.14567901198597774,0.41975308538332573,258270.0
75.0,26.2,24.5,28.5,70.6,704.0,40465.0,15.0,7.3,243.0,76.0,159.0,3.4,6.9,16.98,0,0,0,1,4.0,478.0,0.5083681997732883,0.15899581556695436,0.33263598256770716,606975.0
62.0,25.0,22.6,26.5,75.5,662.0,20062.0,10.0,7.6,217.0,104.0,221.0,0.1,6.6,13.99,0,1,0,0,3.8999999999999986,542.0,0.4003690029513487,0.1918819184651625,0.40774907673847033,200620.0
65.0,24.5,22.8,26.8,73.1,623.0,36372.0,15.9,5.1,230.0,68.0,164.0,2.1,5.7,23.54,0,0,0,1,4.0,462.0,0.4978354967579318,0.14718614686756246,0.35497835421000357,578314.8
75.0,25.0,23.7,26.9,70.6,827.0,39074.0,15.9,6.0,160.0,103.0,241.0,0.0,6.9,21.08,0,1,0,0,3.1999999999999993,504.0,0.3174603168304359,0.2043650789595931,0.47817460222584407,621276.6
84.0,25.6,24.0,26.7,58.5,722.0,43690.0,15.9,6.2,218.0,114.0,199.0,0.3,6.4,22.9,1,0,0,0,2.6999999999999993,531.0,0.4105461385865421,0.21468926513241193,0.3747645943978068,694671.0
66.0,28.9,25.9,32.4,77.3,635.0,11183.0,10.0,8.0,246.0,118.0,189.0,4.3,7.1,11.34,1,0,0,0,6.5,553.0,0.4448462921431351,0.2133815547678453,0.3417721512807014,111830.0
89.0,19.5,17.9,21.0,78.4,773.0,28645.0,10.7,7.6,183.0,108.0,230.0,0.5,6.4,15.54,0,0,0,1,3.1000000000000014,521.0,0.35124760009357464,0.20729366562899487,0.44145873235804467,306501.5
87.0,27.8,26.6,30.3,75.7,807.0,20339.0,10.0,8.1,232.0,88.0,191.0,3.8,6.4,13.53,0,0,0,1,3.6999999999999993,511.0,0.4540117407944976,0.17221134995653356,0.37377690729202173,203390.0
63.0,27.2,24.2,30.6,64.2,911.0,32795.0,11.8,8.7,213.0,107.0,215.0,1.3,6.9,11.29,0,1,0,0,6.400000000000002,535.0,0.39813084037732555,0.1999999996261682,0.40186915812734736,386981.0
66.0,22.6,20.7,24.2,60.2,804.0,35591.0,12.0,4.7,193.0,101.0,242.0,0.4,6.3,19.82,0,0,1,0,3.5,536.0,0.36007462619389063,0.18843283546934173,0.451492536471096,427092.0
78.0,23.8,22.3,25.0,76.7,671.0,39956.0,15.8,8.6,248.0,99.0,181.0,0.8,6.8,17.07,1,0,0,0,2.6999999999999993,528.0,0.4696969688073921,0.18749999964488637,0.3428030296537821,631304.8
70.0,25.7,23.9,27.0,85.2,687.0,39201.0,14.9,7.1,186.0,79.0,221.0,3.6,6.5,17.47,1,0,0,0,3.1000000000000014,486.0,0.38271604859523445,0.16255143999475014,0.4547325093524022,584094.9
77.0,24.3,21.4,27.2,70.7,979.0,38214.0,15.8,6.0,187.0,84.0,186.0,2.0,6.1,18.56,0,1,0,0,5.800000000000001,457.0,0.40919037109586354,0.18380743942274083,0.40700218729321186,603781.2000000001
88.0,22.1,19.9,25.2,56.7,747.0,28383.0,11.8,6.7,202.0,76.0,156.0,3.6,6.9,16.83,0,0,1,0,5.300000000000001,434.0,0.4654377869459959,0.17511520696978064,0.35944700378007605,334919.4
70.0,27.2,25.4,29.5,73.6,864.0,29320.0,12.9,6.5,218.0,99.0,164.0,0.7,5.9,18.19,1,0,0,0,4.100000000000001,481.0,0.4532224522802028,0.20582120539330312,0.340956340247492,378228.0
69.0,27.3,26.2,29.2,69.6,763.0,19143.0,10.0,8.0,247.0,64.0,228.0,0.0,6.5,13.11,0,0,0,1,3.0,539.0,0.4582560288344044,0.11873840423239629,0.42300556507791176,191430.0
65.0,26.2,22.7,30.0,74.2,826.0,33099.0,10.0,9.7,153.0,104.0,250.0,3.6,7.1,12.58,0,1,0,0,7.300000000000001,507.0,0.3017751473337768,0.205128204723613,0.49309664597022357,330990.0
63.0,26.0,23.3,28.4,77.3,1062.0,21672.0,10.5,5.9,249.0,75.0,161.0,1.7,6.6,23.56,0,0,1,0,5.099999999999998,485.0,0.5134020607971091,0.1546391749388883,0.3319587622021469,227556.0
63.0,26.5,25.2,27.6,89.1,635.0,32325.0,14.5,6.7,204.0,98.0,180.0,2.4,6.5,19.66,0,1,0,0,2.400000000000002,482.0,0.4232365136447375,0.2033195016528641,0.37344398262770956,468712.5
77.0,23.4,20.9,26.9,71.1,903.0,39411.0,14.5,5.3,202.0,54.0,178.0,5.0,6.4,24.88,0,0,0,1,6.0,434.0,0.4654377869459959,0.1244239628469494,0.41013824790290726,571459.5
66.0,24.4,21.0,27.1,83.0,808.0,29637.0,12.4,6.9,246.0,106.0,172.0,1.7,7.1,18.96,0,0,0,1,6.100000000000001,524.0,0.469465647959035,0.2022900759498281,0.32824427418273994,367498.8
66.0,24.7,23.2,26.4,77.5,703.0,32760.0,11.5,7.9,163.0,103.0,166.0,1.7,6.8,17.7,1,0,0,0,3.1999999999999993,432.0,0.3773148139414009,0.23842592537401405,0.38425925836977026,376740.0
89.0,22.5,21.4,25.3,68.5,715.0,40545.0,15.3,5.2,173.0,68.0,202.0,0.5,6.2,23.39,1,0,0,0,3.900000000000002,443.0,0.3905191864773833,0.15349887098532985,0.4559819402799505,620338.5
77.0,27.5,26.5,28.9,83.3,1044.0,22666.0,10.0,7.1,187.0,94.0,152.0,3.3,6.3,17.06,0,0,0,1,2.3999999999999986,433.0,0.4318706687485666,0.21709006878270193,0.3510392601592627,226660.0
66.0,23.9,22.2,25.7,80.4,1023.0,28986.0,15.2,8.5,165.0,100.0,193.0,4.4,6.8,12.67,0,0,1,0,3.5,458.0,0.3602620079470262,0.21834061087698556,0.4213973789925821,440587.19999999995
82.0,22.4,20.5,23.9,70.7,1199.0,27548.0,10.0,6.0,156.0,71.0,163.0,4.7,6.3,15.54,0,0,1,0,3.3999999999999986,390.0,0.399999998974359,0.1820512815844839,0.4179487168770546,275480.0
75.0,26.9,25.5,28.4,81.8,894.0,35416.0,15.3,7.6,187.0,72.0,219.0,1.8,6.0,20.41,0,0,0,1,2.8999999999999986,478.0,0.39121338830290087,0.15062761474764097,0.45815899485740796,541864.8
63.0,22.0,21.0,23.8,71.2,869.0,47005.0,15.4,7.7,177.0,90.0,194.0,2.2,7.1,17.43,0,0,0,1,2.8000000000000007,461.0,0.383947938429614,0.19522776530319358,0.42082429409799504,723877.0
85.0,22.6,19.5,25.8,84.0,907.0,29086.0,13.4,5.4,241.0,55.0,181.0,1.8,6.6,22.93,0,1,0,0,6.300000000000001,477.0,0.5052410890875448,0.1153039829867841,0.37945492582923496,389752.4
88.0,26.3,23.2,27.7,61.4,766.0,32618.0,13.8,7.2,198.0,72.0,240.0,3.0,6.4,20.35,1,0,0,0,4.5,510.0,0.3882352933564014,0.1411764703114187,0.47058823437139563,450128.4
78.0,26.1,22.5,28.7,80.6,885.0,45616.0,14.0,7.1,162.0,55.0,176.0,0.0,5.6,21.38,0,0,0,1,6.199999999999999,393.0,0.41221373940912537,0.13994910905865368,0.4478371489876917,638624.0
72.0,25.8,24.4,27.1,73.2,960.0,10855.0,10.0,8.3,234.0,106.0,242.0,2.0,6.3,10.04,1,0,0,0,2.700000000000003,582.0,0.40206185497927516,0.1821305838795007,0.41580755942301106,108550.0
81.0,24.0,22.0,25.4,73.8,609.0,22713.0,10.5,9.6,181.0,88.0,155.0,1.9,6.3,13.8,0,0,1,0,3.3999999999999986,424.0,0.4268867914460217,0.2075471693218227,0.365566036873665,238486.5
82.0,23.5,22.0,25.6,79.9,803.0,22953.0,10.3,7.8,238.0,112.0,166.0,1.8,6.5,11.88,0,0,0,1,3.6000000000000014,516.0,0.46124030918364284,0.21705426314524368,0.32170542573312905,236415.90000000002
80.0,25.0,21.5,26.7,82.1,1187.0,29455.0,12.7,9.8,165.0,59.0,188.0,1.0,7.1,10.32,0,0,1,0,5.199999999999999,412.0,0.4004854359211519,0.14320388314756338,0.4563106785041003,374078.5
76.0,22.6,20.3,24.9,67.2,849.0,31920.0,13.8,5.3,230.0,95.0,215.0,0.0,6.3,27.2,0,1,0,0,4.599999999999998,540.0,0.4259259251371742,0.17592592560013717,0.39814814741083676,440496.0
83.0,25.6,24.4,27.1,76.1,792.0,34566.0,12.9,10.4,185.0,82.0,191.0,0.6,7.0,13.91,0,1,0,0,2.700000000000003,458.0,0.4039301301224233,0.17903930091912817,0.4170305667750424,445901.4
82.0,23.5,21.4,24.6,82.4,929.0,41291.0,15.4,6.9,207.0,91.0,215.0,3.9,6.8,18.53,1,0,0,0,3.200000000000003,513.0,0.4035087711432578,0.17738791388423408,0.4191033130231904,635881.4
86.0,23.0,21.9,25.1,77.0,707.0,34100.0,14.7,6.4,180.0,63.0,185.0,0.0,6.3,21.83,1,0,0,0,3.200000000000003,428.0,0.42056074668093285,0.1471962613383265,0.4322429896442921,501270.0
78.0,27.6,26.1,30.7,74.6,805.0,30165.0,11.5,7.9,193.0,74.0,159.0,3.5,6.5,13.48,0,0,1,0,4.599999999999998,426.0,0.45305164212898674,0.173708919780026,0.3732394357435694,346897.5
69.0,24.6,21.5,26.5,73.7,935.0,29647.0,11.8,9.1,207.0,114.0,162.0,1.8,6.4,15.36,1,0,0,0,5.0,483.0,0.42857142768411716,0.23602484423183262,0.33540372601365687,349834.60000000003
82.0,27.8,26.5,30.3,84.4,778.0,40822.0,15.1,6.8,178.0,80.0,160.0,0.0,5.9,19.29,0,0,1,0,3.8000000000000007,418.0,0.4258373195554131,0.19138755935074747,0.38277511870149494,616412.2
81.0,22.4,19.8,24.1,83.7,605.0,24126.0,10.0,5.3,246.0,77.0,242.0,0.2,6.7,16.81,0,1,0,0,4.300000000000001,565.0,0.43539822931787925,0.13628318559949879,0.4283185833127105,241260.0
72.0,28.0,24.4,31.4,85.3,715.0,21739.0,10.0,11.3,231.0,104.0,234.0,5.2,6.5,10.74,0,0,0,1,7.0,569.0,0.4059753947170907,0.18277680108475078,0.41124780244068926,217390.0
81.0,23.0,19.5,25.1,73.1,893.0,28753.0,11.9,8.5,160.0,86.0,153.0,4.6,6.4,10.56,1,0,0,0,5.600000000000001,399.0,0.40100250526064535,0.21553884657759687,0.3834586456554921,342160.7
69.0,25.6,23.5,26.9,76.0,592.0,34519.0,14.8,7.7,192.0,66.0,194.0,1.4,5.7,15.78,0,1,0,0,3.3999999999999986,452.0,0.42477876012217086,0.14601769879199625,0.4292035388734435,510881.2
74.0,25.3,23.9,26.3,67.8,843.0,26983.0,10.0,11.4,187.0,71.0,184.0,0.2,6.2,10.52,0,1,0,0,2.400000000000002,442.0,0.42307692211973547,0.16063348379947176,0.41628959181834935,269830.0
71.0,23.5,20.8,25.4,72.5,727.0,28451.0,10.1,6.6,241.0,73.0,170.0,1.6,6.8,19.03,0,1,0,0,4.599999999999998,484.0,0.49793388326873167,0.15082644596936684,0.3512396686957858,287355.1
78.0,25.6,24.1,29.0,63.2,907.0,26430.0,10.0,7.7,196.0,101.0,165.0,3.7,6.8,15.16,0,0,0,1,4.899999999999999,462.0,0.4242424233241506,0.21861471814152658,0.3571428563698207,264300.0
83.0,26.6,24.0,28.0,71.6,973.0,24708.0,10.1,6.3,231.0,64.0,209.0,2.8,7.3,16.79,0,0,1,0,4.0,504.0,0.4583333324239418,0.12698412673217435,0.41468253885975687,249550.8
86.0,26.2,24.0,27.5,79.6,604.0,34629.0,13.7,9.0,215.0,106.0,207.0,3.8,6.7,13.0,0,0,1,0,3.5,528.0,0.4071969689257633,0.2007575753773531,0.3920454538029442,474417.3
66.0,24.3,21.8,26.7,72.0,817.0,19319.0,10.0,5.6,234.0,85.0,171.0,0.0,7.7,23.07,0,1,0,0,4.899999999999999,490.0,0.47755101943356937,0.1734693874010829,0.3489795911245315,193190.0
90.0,24.8,23.3,26.5,82.3,819.0,23938.0,10.0,4.3,230.0,116.0,225.0,0.0,7.2,20.13,0,0,0,1,3.1999999999999993,571.0,0.4028021008707494,0.20315236391742142,0.3940455334605157,239380.0
80.0,25.2,22.7,26.3,71.0,962.0,49928.0,15.8,8.6,164.0,85.0,207.0,3.8,6.0,13.26,0,0,0,1,3.6000000000000014,456.0,0.35964912201831334,0.1864035083631502,0.453947367425554,788862.4
78.0,23.3,20.8,26.8,79.1,730.0,19979.0,10.0,7.1,175.0,103.0,154.0,0.8,6.3,17.21,1,0,0,0,6.0,432.0,0.40509259165487826,0.23842592537401405,0.35648148065629287,199790.0
82.0,28.5,24.7,31.8,82.3,835.0,31386.0,11.8,9.8,200.0,114.0,150.0,3.5,6.6,13.93,0,0,1,0,7.100000000000001,464.0,0.4310344818296671,0.24568965464291023,0.3232758613722503,370354.80000000005
68.0,22.8,20.9,24.8,82.5,783.0,37053.0,13.0,9.4,245.0,95.0,178.0,3.1,7.2,16.76,0,0,1,0,3.900000000000002,518.0,0.47297297205989774,0.18339768304363382,0.34362934296596653,481689.0
60.0,20.7,18.3,22.6,92.5,510.0,33628.0,12.3,8.4,239.0,57.0,250.0,0.6,5.4,14.83,1,0,0,0,4.300000000000001,546.0,0.43772893692723636,0.10439560420440365,0.4578754570368581,413624.4
83.0,23.2,21.5,25.4,73.3,776.0,20318.0,10.0,5.9,157.0,83.0,211.0,0.3,7.1,16.71,0,0,0,1,3.8999999999999986,451.0,0.34811529856293727,0.18403547631034262,0.4678492229094252,203180.0
66.0,26.2,23.9,28.1,72.5,750.0,24193.0,10.0,9.4,230.0,106.0,184.0,2.3,6.3,12.41,1,0,0,0,4.200000000000003,520.0,0.4423076914571006,0.203846153454142,0.35384615316568047,241930.0
61.0,24.3,22.7,26.1,72.4,843.0,21535.0,10.0,4.3,191.0,71.0,225.0,1.7,6.4,21.71,0,0,0,1,3.400000000000002,487.0,0.3921971244513406,0.1457905541154198,0.4620123193798515,215350.0
68.0,26.0,24.0,28.9,68.3,606.0,25303.0,10.0,7.0,162.0,72.0,213.0,4.3,6.5,13.49,0,0,0,1,4.899999999999999,447.0,0.36241610657177603,0.16107382514301158,0.47651006604807594,253030.0
76.0,26.4,24.9,29.2,73.0,860.0,37127.0,14.5,9.8,202.0,77.0,208.0,1.0,6.3,13.78,0,1,0,0,4.300000000000001,487.0,0.4147843933988,0.15811088263221584,0.42710472191559606,538341.5
64.0,26.5,25.2,27.9,74.6,783.0,34043.0,13.5,7.1,186.0,57.0,220.0,1.8,6.6,15.34,1,0,0,0,2.6999999999999993,463.0,0.4017278609033956,0.12311015092200832,0.47516198601476894,459580.5
90.0,22.6,19.9,24.3,74.9,798.0,41753.0,15.6,8.3,238.0,106.0,180.0,0.5,6.5,22.75,0,0,1,0,4.400000000000002,524.0,0.45419847241565175,0.2022900759498281,0.3435114497261232,651346.7999999999
85.0,25.6,22.6,27.7,88.0,379.0,28654.0,13.7,4.8,226.0,67.0,158.0,3.8,6.9,22.16,0,0,1,0,5.099999999999998,451.0,0.5011086463390052,0.1485587579854573,0.3503325934582426,392559.8
76.0,24.4,22.7,25.5,75.6,1040.0,24857.0,15.9,7.3,205.0,91.0,187.0,0.1,6.9,16.91,1,0,0,0,2.8000000000000007,483.0,0.42443064094320776,0.18840579671137517,0.3871635602750237,395226.3
86.0,24.4,22.9,25.9,73.4,512.0,30116.0,11.3,5.5,240.0,86.0,206.0,0.0,7.5,24.04,0,0,1,0,3.0,532.0,0.4511278187008876,0.1616541350344847,0.3872180443849285,340310.80000000005
86.0,25.7,24.6,26.9,87.6,696.0,26040.0,10.0,7.3,174.0,68.0,187.0,3.2,6.3,17.78,0,0,0,1,2.299999999999997,429.0,0.40559440464896407,0.15850815813867564,0.43589743488135796,260400.0
80.0,28.5,26.1,31.6,81.9,960.0,15306.0,10.0,7.8,183.0,101.0,190.0,0.9,6.5,12.98,0,1,0,0,5.5,474.0,0.38607594855258237,0.2130801683268351,0.40084388101087787,153060.0
88.0,22.6,20.4,25.3,78.3,835.0,20365.0,10.0,5.1,194.0,56.0,195.0,0.0,7.4,19.2,0,0,0,1,4.900000000000002,445.0,0.435955055200101,0.1258426963464209,0.4382022462062871,203650.0
79.0,21.7,19.4,23.5,80.0,743.0,21619.0,12.1,7.6,250.0,64.0,214.0,0.9,5.4,17.33,0,1,0,0,4.100000000000001,528.0,0.4734848475880969,0.1212121209825528,0.4053030295354109,261589.9
79.0,26.9,25.1,29.7,84.4,1137.0,48678.0,15.8,8.9,230.0,107.0,173.0,3.5,6.9,15.65,0,0,1,0,4.599999999999998,510.0,0.4509803912725875,0.20980392115724722,0.33921568560938103,769112.4
72.0,21.0,19.9,22.4,68.3,762.0,21307.0,10.0,9.2,204.0,51.0,171.0,4.8,5.7,11.69,1,0,0,0,2.5,426.0,0.4788732383125041,0.11971830957812603,0.401408449761952,213070.0
83.0,26.5,25.0,28.1,89.0,746.0,26157.0,13.9,9.2,209.0,98.0,187.0,0.6,7.0,12.18,1,0,0,0,3.1000000000000014,494.0,0.42307692222049204,0.19838056640003934,0.3785425093551771,363582.3
75.0,29.3,27.3,30.9,72.0,978.0,33428.0,10.0,7.2,192.0,94.0,241.0,0.0,6.1,15.77,1,0,0,0,3.599999999999998,527.0,0.36432637502025356,0.17836812110366582,0.4573055019785474,334280.0
85.0,26.5,24.2,29.5,72.7,616.0,27530.0,10.0,9.9,219.0,82.0,157.0,2.5,6.2,13.82,0,1,0,0,5.300000000000001,458.0,0.4781659378205984,0.17903930091912817,0.34279475907686735,275300.0
64.0,27.8,26.4,29.6,77.3,863.0,33800.0,13.0,9.2,172.0,77.0,221.0,1.0,6.9,11.62,0,1,0,0,3.200000000000003,470.0,0.3659574460298778,0.16382978688546854,0.4702127649569941,439400.0
70.0,26.7,25.4,28.0,65.3,993.0,21654.0,10.0,8.8,196.0,116.0,240.0,0.0,6.5,10.37,1,0,0,0,2.6000000000000014,552.0,0.35507246312486873,0.21014492715553457,0.43478260790800255,216540.0
78.0,24.1,22.6,25.3,85.9,964.0,32478.0,11.5,6.7,159.0,66.0,221.0,4.6,6.2,18.53,0,0,1,0,2.6999999999999993,446.0,0.35650224135313396,0.1479820624484707,0.49551569395624284,373497.0
71.0,23.3,20.9,24.8,64.3,885.0,40192.0,15.9,8.4,151.0,95.0,241.0,0.1,6.2,15.81,1,0,0,0,3.900000000000002,487.0,0.3100616010060337,0.19507186818260397,0.49486652875797427,639052.8
74.0,22.4,19.6,23.9,70.8,811.0,31127.0,16.1,7.7,218.0,105.0,196.0,1.5,6.6,21.08,0,0,1,0,4.299999999999997,519.0,0.4200385348361493,0.20231213833851225,0.37764932489855624,501144.70000000007
70.0,29.8,28.5,32.9,76.9,903.0,28890.0,11.8,11.3,243.0,101.0,155.0,2.4,6.8,13.49,1,0,0,0,4.399999999999999,499.0,0.4869739469198919,0.20240480921361761,0.31062124186248247,340902.0
64.0,26.8,24.3,29.6,65.0,779.0,24975.0,12.8,7.8,232.0,59.0,175.0,4.1,6.8,12.05,0,1,0,0,5.300000000000001,466.0,0.4978540761848625,0.12660944178839176,0.375536479880823,319680.0
72.0,25.1,23.4,26.2,66.1,907.0,32119.0,13.9,7.9,213.0,54.0,218.0,3.6,6.5,18.31,0,0,0,1,2.8000000000000007,485.0,0.43917525682644276,0.11134020595599958,0.44948453515570197,446454.10000000003
